flight_ID,scheduled_flt_time,scheduled_flt_time_Local,BGATE_ID,
MU4407,2016/9/11 13:55,2016/9/11 21:55,B02,
MF1635,2016/9/11 13:55,2016/9/11 21:55,B02,
AF3430,2016/9/11 13:55,2016/9/11 21:55,B02,
CZ3769,2016/9/11 13:55,2016/9/11 21:55,B02,
3U8742,2016/9/11 13:55,2016/9/11 21:55,B231,
CZ5986,2016/9/11 13:55,2016/9/11 21:55,B231,
CZ657,2016/9/11 13:55,2016/9/11 21:55,A04,
CZ5210,2016/9/11 14:00,2016/9/11 22:00,B219,
MF8302,2016/9/11 14:00,2016/9/11 22:00,B219,
HU7010,2016/9/11 14:00,2016/9/11 22:00,B15,
CZ8126,2016/9/11 14:00,2016/9/11 22:00,B210,
OQ2326,2016/9/11 14:00,2016/9/11 22:00,B210,
KY9609,2016/9/11 14:05,2016/9/11 22:05,A15,
CA3757,2016/9/11 14:05,2016/9/11 22:05,A15,
ZH9609,2016/9/11 14:05,2016/9/11 22:05,A15,
MU4429,2016/9/11 14:05,2016/9/11 22:05,B04,
MF1249,2016/9/11 14:05,2016/9/11 22:05,B04,
CZ3367,2016/9/11 14:05,2016/9/11 22:05,B04,
AF9725,2016/9/11 14:05,2016/9/11 22:05,B04,
CZ6462,2016/9/11 14:10,2016/9/11 22:10,B07,
MF3228,2016/9/11 14:10,2016/9/11 22:10,B232,
CZ9661,2016/9/11 14:10,2016/9/11 22:10,B232,
MU5772,2016/9/11 14:10,2016/9/11 22:10,B232,
KQ887,2016/9/11 14:10,2016/9/11 22:10,A05,
CZ371,2016/9/11 14:15,2016/9/11 22:15,A02,
MF9001,2016/9/11 14:15,2016/9/11 22:15,A02,
VN549,2016/9/11 14:15,2016/9/11 22:15,A101,
JD5269,2016/9/11 14:20,2016/9/11 22:20,B230,
MF4411,2016/9/11 14:20,2016/9/11 22:20,B203,
CZ6780,2016/9/11 14:20,2016/9/11 22:20,B203,
MU3466,2016/9/11 14:20,2016/9/11 22:20,B203,
KA789,2016/9/11 14:20,2016/9/11 22:20,A107,
CX5789,2016/9/11 14:20,2016/9/11 22:20,A107,
3U8664,2016/9/11 14:30,2016/9/11 22:30,B18,
HU7002,2016/9/11 14:35,2016/9/11 22:35,B14,
CZ6057,2016/9/11 14:45,2016/9/11 22:45,A102,
MF9047,2016/9/11 14:45,2016/9/11 22:45,A102,
CZ9603,2016/9/11 14:50,2016/9/11 22:50,B232,
MU2304,2016/9/11 14:50,2016/9/11 22:50,B232,
NL891,2016/9/11 14:55,2016/9/11 22:55,A01,
TK73,2016/9/11 15:00,2016/9/11 23:00,A110,
MF1263,2016/9/11 15:00,2016/9/11 23:00,B208,
CZ3381,2016/9/11 15:00,2016/9/11 23:00,B208,
MU4500,2016/9/11 15:00,2016/9/11 23:00,B208,
KL2194,2016/9/11 15:05,2016/9/11 23:05,A103,
AF107,2016/9/11 15:05,2016/9/11 23:05,A103,
CZ783,2016/9/11 15:05,2016/9/11 23:05,A103,
PN6206,2016/9/11 15:05,2016/9/11 23:05,B17,
CZ9607,2016/9/11 15:10,2016/9/11 23:10,B230,
MU2908,2016/9/11 15:10,2016/9/11 23:10,B230,
CZ6778,2016/9/11 15:15,2016/9/11 23:15,B01,
MU3468,2016/9/11 15:15,2016/9/11 23:15,B01,
MF4409,2016/9/11 15:15,2016/9/11 23:15,B01,
AF3895,2016/9/11 15:15,2016/9/11 23:15,B01,
MS959,2016/9/11 15:20,2016/9/11 23:20,A04,
JD5159,2016/9/11 15:25,2016/9/11 23:25,B235,
MU3646,2016/9/11 15:30,2016/9/11 23:30,B209,
MF4374,2016/9/11 15:30,2016/9/11 23:30,B209,
CZ6734,2016/9/11 15:30,2016/9/11 23:30,B209,
PN6320,2016/9/11 15:40,2016/9/11 23:40,B234,
HU7004,2016/9/11 15:50,2016/9/11 23:50,B233,
ZH9031,2016/9/11 15:50,2016/9/11 23:50,A108,
CZ6053,2016/9/11 15:55,2016/9/11 23:55,A115,
FD531,2016/9/11 15:55,2016/9/11 23:55,A107,
EK363,2016/9/11 15:55,2016/9/11 23:55,A109,
KL4300,2016/9/11 16:05,2016/9/12 0:05,A104,
CZ307,2016/9/11 16:05,2016/9/12 0:05,A104,
CZ633,2016/9/11 16:05,2016/9/12 0:05,A03,
AK1530,2016/9/11 16:10,2016/9/12 0:10,A102,
CA1089,2016/9/11 16:15,2016/9/12 0:15,,
CZ347,2016/9/11 16:20,2016/9/12 0:20,A116,
AF4403,2016/9/11 16:20,2016/9/12 0:20,A116,
ET607,2016/9/11 16:30,2016/9/12 0:30,A05,
KL4403,2016/9/11 16:30,2016/9/12 0:30,A01,
CZ305,2016/9/11 16:30,2016/9/12 0:30,A01,
Y87957,2016/9/11 16:45,2016/9/12 0:45,,
QR875,2016/9/11 16:55,2016/9/12 0:55,A117,
CZ8275,2016/9/11 17:05,2016/9/12 1:05,,
FX5419,2016/9/11 17:10,2016/9/12 1:10,,
AK119,2016/9/11 17:15,2016/9/12 1:15,A107,
OZ358,2016/9/11 17:15,2016/9/12 1:15,A108,
SQ853,2016/9/11 17:20,2016/9/12 1:20,A106,
VA5658,2016/9/11 17:20,2016/9/12 1:20,A106,
FX5152,2016/9/11 17:20,2016/9/12 1:20,,
CZ465,2016/9/11 17:30,2016/9/12 1:30,,
FX6019,2016/9/11 17:30,2016/9/12 1:30,,
FX6159,2016/9/11 17:35,2016/9/12 1:35,,
FX5077,2016/9/11 17:40,2016/9/12 1:40,,
CZ399,2016/9/11 17:40,2016/9/12 1:40,A01,
FX5775,2016/9/11 17:55,2016/9/12 1:55,,
FX5158,2016/9/11 18:15,2016/9/12 2:15,,
9C8543,2016/9/11 18:25,2016/9/12 2:25,A104,
NH8490,2016/9/11 18:30,2016/9/12 2:30,,
OZ306,2016/9/11 18:30,2016/9/12 2:30,A109,
FX6028,2016/9/11 18:50,2016/9/12 2:50,,
FD416,2016/9/11 18:50,2016/9/12 2:50,A103,
OZ994,2016/9/11 19:00,2016/9/12 3:00,,
AK1395,2016/9/11 19:00,2016/9/12 3:00,A105,
SJ1159,2016/9/11 19:15,2016/9/12 3:15,A108,
QR8941,2016/9/11 19:25,2016/9/12 3:25,,
TZ127,2016/9/11 19:45,2016/9/12 3:45,A106,
KE320,2016/9/11 20:00,2016/9/12 4:00,,
FX5608,2016/9/11 20:00,2016/9/12 4:00,,
FX5926,2016/9/11 20:10,2016/9/12 4:10,,
LH8415,2016/9/11 21:05,2016/9/12 5:05,,
EY940,2016/9/11 21:15,2016/9/12 5:15,,
AK2010,2016/9/11 21:55,2016/9/12 5:55,A105,
AQ1105,2016/9/11 22:00,2016/9/12 6:00,B901,
PR383,2016/9/11 22:10,2016/9/12 6:10,A107,
AQ1055,2016/9/11 22:15,2016/9/12 6:15,B903,
AQ1027,2016/9/11 22:20,2016/9/12 6:20,B907,
AQ1023,2016/9/11 22:20,2016/9/12 6:20,B905,
CA3759,2016/9/11 22:20,2016/9/12 6:20,A18,
KY9613,2016/9/11 22:20,2016/9/12 6:20,A18,
ZH9613,2016/9/11 22:20,2016/9/12 6:20,A18,
AQ1025,2016/9/11 22:25,2016/9/12 6:25,B909,
HU7012,2016/9/11 22:25,2016/9/12 6:25,B17,
GA897,2016/9/11 22:25,2016/9/12 6:25,A104,
CZ471,2016/9/11 22:30,2016/9/12 6:30,,
9C8513,2016/9/11 22:30,2016/9/12 6:30,A13,
CZ3269,2016/9/11 22:30,2016/9/12 6:30,B04,
MU5754,2016/9/11 22:30,2016/9/12 6:30,B14,
CZ8659,2016/9/11 22:30,2016/9/12 6:30,B08,
CZ3249,2016/9/11 22:35,2016/9/12 6:35,B07,
JD5631,2016/9/11 22:35,2016/9/12 6:35,B13,
UL881,2016/9/11 22:35,2016/9/12 6:35,A109,
EK9871,2016/9/11 22:35,2016/9/12 6:35,,
HO1078,2016/9/11 22:40,2016/9/12 6:40,A17,
CZ9601,2016/9/11 22:40,2016/9/12 6:40,B15,
MU2324,2016/9/11 22:40,2016/9/12 6:40,B15,
MF1207,2016/9/11 22:40,2016/9/12 6:40,B902,
MU4494,2016/9/11 22:40,2016/9/12 6:40,B902,
CZ3323,2016/9/11 22:40,2016/9/12 6:40,B902,
CZ3197,2016/9/11 22:40,2016/9/12 6:40,B02,
MF1093,2016/9/11 22:40,2016/9/12 6:40,B02,
MU3502,2016/9/11 22:40,2016/9/12 6:40,B02,
AQ1051,2016/9/11 22:45,2016/9/12 6:45,B904,
ZH3186,2016/9/11 22:45,2016/9/12 6:45,A13,
KY8286,2016/9/11 22:45,2016/9/12 6:45,A13,
9C8930,2016/9/11 22:45,2016/9/12 6:45,A14,
AQ1021,2016/9/11 22:45,2016/9/12 6:45,B906,
MF4384,2016/9/11 22:45,2016/9/12 6:45,B219,
CZ6748,2016/9/11 22:45,2016/9/12 6:45,B219,
MU3636,2016/9/11 22:45,2016/9/12 6:45,B219,
JD5161,2016/9/11 22:50,2016/9/12 6:50,B18,
MU2621,2016/9/11 22:50,2016/9/12 6:50,B16,
CA4585,2016/9/11 22:50,2016/9/12 6:50,A18,
KY9659,2016/9/11 22:50,2016/9/12 6:50,A16,
CA3582,2016/9/11 22:50,2016/9/12 6:50,A16,
ZH9659,2016/9/11 22:50,2016/9/12 6:50,A16,
BK2787,2016/9/11 22:55,2016/9/12 6:55,A15,
MU3974,2016/9/11 22:55,2016/9/12 6:55,A17,
HO1288,2016/9/11 22:55,2016/9/12 6:55,A17,
MF1279,2016/9/11 22:55,2016/9/12 6:55,B03,
MU3572,2016/9/11 22:55,2016/9/12 6:55,B03,
CZ3399,2016/9/11 22:55,2016/9/12 6:55,B03,
ZH9673,2016/9/11 23:00,2016/9/12 7:00,A13,
CA3393,2016/9/11 23:00,2016/9/12 7:00,A13,
KY9673,2016/9/11 23:00,2016/9/12 7:00,A13,
HU7869,2016/9/11 23:00,2016/9/12 7:00,B18,
CZ6772,2016/9/11 23:00,2016/9/12 7:00,B10,
MU3474,2016/9/11 23:00,2016/9/12 7:00,B10,
MF4403,2016/9/11 23:00,2016/9/12 7:00,B10,
CZ3723,2016/9/11 23:00,2016/9/12 7:00,B09,
AF4617,2016/9/11 23:00,2016/9/12 7:00,B09,
MU4459,2016/9/11 23:00,2016/9/12 7:00,B09,
MF1591,2016/9/11 23:00,2016/9/12 7:00,B09,
KL4451,2016/9/11 23:00,2016/9/12 7:00,B09,
CA4340,2016/9/11 23:05,2016/9/12 7:05,A14,
ZH4340,2016/9/11 23:05,2016/9/12 7:05,A14,
SC4340,2016/9/11 23:05,2016/9/12 7:05,A14,
MU3558,2016/9/11 23:05,2016/9/12 7:05,B908,
CZ3635,2016/9/11 23:05,2016/9/12 7:05,B908,
MF1517,2016/9/11 23:05,2016/9/12 7:05,B908,
CZ3403,2016/9/11 23:05,2016/9/12 7:05,B209,
3U3007,2016/9/11 23:05,2016/9/12 7:05,B209,
MU3340,2016/9/11 23:05,2016/9/12 7:05,B209,
MF1283,2016/9/11 23:05,2016/9/12 7:05,B209,
AF4414,2016/9/11 23:05,2016/9/12 7:05,B209,
CZ3957,2016/9/11 23:05,2016/9/12 7:05,B07,
MU4470,2016/9/11 23:05,2016/9/12 7:05,B07,
MF1811,2016/9/11 23:05,2016/9/12 7:05,B07,
ZH9715,2016/9/11 23:10,2016/9/12 7:10,A18,
KY9715,2016/9/11 23:10,2016/9/12 7:10,A18,
CA3877,2016/9/11 23:10,2016/9/12 7:10,A18,
HU7153,2016/9/11 23:10,2016/9/12 7:10,B227,
AF4618,2016/9/11 23:10,2016/9/12 7:10,B905,
DL7768,2016/9/11 23:10,2016/9/12 7:10,B905,
MF1361,2016/9/11 23:10,2016/9/12 7:10,B905,
CZ3481,2016/9/11 23:10,2016/9/12 7:10,B905,
MU3360,2016/9/11 23:10,2016/9/12 7:10,B905,
HU7031,2016/9/11 23:15,2016/9/12 7:15,B17,
CZ3505,2016/9/11 23:15,2016/9/12 7:15,B01,
MU3420,2016/9/11 23:15,2016/9/12 7:15,B01,
MF1385,2016/9/11 23:15,2016/9/12 7:15,B01,
AF9732,2016/9/11 23:15,2016/9/12 7:15,B01,
ZH9681,2016/9/11 23:15,2016/9/12 7:15,A124,
KY9681,2016/9/11 23:15,2016/9/12 7:15,A124,
CA3781,2016/9/11 23:15,2016/9/12 7:15,A124,
CZ3931,2016/9/11 23:15,2016/9/12 7:15,B214,
MU4528,2016/9/11 23:15,2016/9/12 7:15,B214,
MF1787,2016/9/11 23:15,2016/9/12 7:15,B214,
CA4547,2016/9/11 23:20,2016/9/12 7:20,A16,
CZ6915,2016/9/11 23:20,2016/9/12 7:20,B228,
MU3424,2016/9/11 23:20,2016/9/12 7:20,B228,
MF4537,2016/9/11 23:20,2016/9/12 7:20,B228,
ZH9615,2016/9/11 23:20,2016/9/12 7:20,A125,
KY9615,2016/9/11 23:20,2016/9/12 7:20,A125,
CA3813,2016/9/11 23:20,2016/9/12 7:20,A125,
HU7213,2016/9/11 23:20,2016/9/12 7:20,B235,
JD5171,2016/9/11 23:25,2016/9/12 7:25,B13,
MU5717,2016/9/11 23:25,2016/9/12 7:25,B14,
CZ9659,2016/9/11 23:25,2016/9/12 7:25,B14,
MF3210,2016/9/11 23:25,2016/9/12 7:25,B14,
MU5740,2016/9/11 23:25,2016/9/12 7:25,B14,
ZH9677,2016/9/11 23:25,2016/9/12 7:25,A132,
CZ3539,2016/9/11 23:25,2016/9/12 7:25,B901,
MU3578,2016/9/11 23:25,2016/9/12 7:25,B901,
MF1419,2016/9/11 23:25,2016/9/12 7:25,B901,
HU7143,2016/9/11 23:30,2016/9/12 7:30,B16,
CZ3027,2016/9/11 23:30,2016/9/12 7:30,A05,
MU9304,2016/9/11 23:30,2016/9/12 7:30,B15,
FM9304,2016/9/11 23:30,2016/9/12 7:30,B15,
CA3584,2016/9/11 23:30,2016/9/12 7:30,A13,
ZH9667,2016/9/11 23:30,2016/9/12 7:30,A13,
KY9667,2016/9/11 23:30,2016/9/12 7:30,A13,
JD5169,2016/9/11 23:35,2016/9/12 7:35,B229,
CZ3392,2016/9/11 23:35,2016/9/12 7:35,B02,
MU4507,2016/9/11 23:35,2016/9/12 7:35,B02,
MF1272,2016/9/11 23:35,2016/9/12 7:35,B02,
KL4326,2016/9/11 23:35,2016/9/12 7:35,B02,
MU3024,2016/9/11 23:35,2016/9/12 7:35,B08,
MF1469,2016/9/11 23:35,2016/9/12 7:35,B08,
CZ3585,2016/9/11 23:35,2016/9/12 7:35,B08,
ZH9669,2016/9/11 23:35,2016/9/12 7:35,A17,
HU7848,2016/9/11 23:40,2016/9/12 7:40,B224,
MU3619,2016/9/11 23:40,2016/9/12 7:40,B04,
MF1643,2016/9/11 23:40,2016/9/12 7:40,B04,
CZ3777,2016/9/11 23:40,2016/9/12 7:40,B04,
HU7761,2016/9/11 23:40,2016/9/12 7:40,B233,
OQ2356,2016/9/11 23:40,2016/9/12 7:40,B211,
MU2552,2016/9/11 23:45,2016/9/12 7:45,B14,
FM9352,2016/9/11 23:45,2016/9/12 7:45,B17,
MU9352,2016/9/11 23:45,2016/9/12 7:45,B17,
CZ3363,2016/9/11 23:45,2016/9/12 7:45,B903,
MF1245,2016/9/11 23:45,2016/9/12 7:45,B903,
MU3564,2016/9/11 23:45,2016/9/12 7:45,B903,
MU4482,2016/9/11 23:45,2016/9/12 7:45,B226,
AF4419,2016/9/11 23:45,2016/9/12 7:45,B226,
MF1595,2016/9/11 23:45,2016/9/12 7:45,B226,
CZ3727,2016/9/11 23:45,2016/9/12 7:45,B226,
CA4336,2016/9/11 23:50,2016/9/12 7:50,A131,
ZH4336,2016/9/11 23:50,2016/9/12 7:50,A131,
FM9534,2016/9/11 23:50,2016/9/12 7:50,B13,
MU9534,2016/9/11 23:50,2016/9/12 7:50,B13,
ZH9663,2016/9/11 23:50,2016/9/12 7:50,A14,
CA3405,2016/9/11 23:50,2016/9/12 7:50,A14,
KY9663,2016/9/11 23:50,2016/9/12 7:50,A14,
HU7121,2016/9/11 23:55,2016/9/12 7:55,B232,
CZ3523,2016/9/12,2016/9/12 8:00,B206,
MF1403,2016/9/12,2016/9/12 8:00,B206,
MU3667,2016/9/12,2016/9/12 8:00,B206,
CZ3101,2016/9/12,2016/9/12 8:00,B07,
MU3117,2016/9/12,2016/9/12 8:00,B07,
MF1003,2016/9/12,2016/9/12 8:00,B07,
KL4323,2016/9/12,2016/9/12 8:00,B222,
MF1281,2016/9/12,2016/9/12 8:00,B222,
MU3342,2016/9/12,2016/9/12 8:00,B222,
3U3005,2016/9/12,2016/9/12 8:00,B222,
CZ3401,2016/9/12,2016/9/12 8:00,B222,
DL7834,2016/9/12,2016/9/12 8:00,B01,
AF9726,2016/9/12,2016/9/12 8:00,B01,
CZ3521,2016/9/12,2016/9/12 8:00,B01,
MF1401,2016/9/12,2016/9/12 8:00,B01,
KL4464,2016/9/12,2016/9/12 8:00,B01,
CZ6384,2016/9/12 0:05,2016/9/12 8:05,B02,
MU3681,2016/9/12 0:05,2016/9/12 8:05,B02,
MF4090,2016/9/12 0:05,2016/9/12 8:05,B02,
CZ9641,2016/9/12 0:05,2016/9/12 8:05,B17,
MU5240,2016/9/12 0:05,2016/9/12 8:05,B17,
CZ3513,2016/9/12 0:05,2016/9/12 8:05,B223,
AF3890,2016/9/12 0:05,2016/9/12 8:05,B223,
KL4617,2016/9/12 0:05,2016/9/12 8:05,B223,
CA1310,2016/9/12 0:05,2016/9/12 8:05,A13,
ZH1310,2016/9/12 0:05,2016/9/12 8:05,A13,
HU7804,2016/9/12 0:10,2016/9/12 8:10,B231,
AA7232,2016/9/12 0:10,2016/9/12 8:10,B231,
MU4427,2016/9/12 0:10,2016/9/12 8:10,B03,
CZ3913,2016/9/12 0:10,2016/9/12 8:10,B03,
MF1769,2016/9/12 0:10,2016/9/12 8:10,B03,
CZ3604,2016/9/12 0:10,2016/9/12 8:10,B217,
CZ6886,2016/9/12 0:10,2016/9/12 8:10,B215,
QF3625,2016/9/12 0:10,2016/9/12 8:10,B215,
MF4508,2016/9/12 0:10,2016/9/12 8:10,B215,
MU4422,2016/9/12 0:10,2016/9/12 8:10,B215,
KL4415,2016/9/12 0:10,2016/9/12 8:10,B215,
CZ3037,2016/9/12 0:15,2016/9/12 8:15,A115,
CZ3129,2016/9/12 0:15,2016/9/12 8:15,B10,
MU4403,2016/9/12 0:15,2016/9/12 8:15,B906,
AF4404,2016/9/12 0:15,2016/9/12 8:15,B906,
KL4419,2016/9/12 0:15,2016/9/12 8:15,B906,
MF1671,2016/9/12 0:15,2016/9/12 8:15,B906,
CZ3811,2016/9/12 0:15,2016/9/12 8:15,B906,
CZ3615,2016/9/12 0:15,2016/9/12 8:15,B203,
MF1499,2016/9/12 0:15,2016/9/12 8:15,B203,
MU3458,2016/9/12 0:15,2016/9/12 8:15,B203,
CZ3509,2016/9/12 0:20,2016/9/12 8:20,B08,
MU3514,2016/9/12 0:20,2016/9/12 8:20,B08,
MF1389,2016/9/12 0:20,2016/9/12 8:20,B08,
QF3633,2016/9/12 0:20,2016/9/12 8:20,B204,
KL4437,2016/9/12 0:20,2016/9/12 8:20,B204,
MF1289,2016/9/12 0:20,2016/9/12 8:20,B204,
MU3542,2016/9/12 0:20,2016/9/12 8:20,B204,
CZ3409,2016/9/12 0:20,2016/9/12 8:20,B204,
CZ301,2016/9/12 0:20,2016/9/12 8:20,A103,
AF4405,2016/9/12 0:20,2016/9/12 8:20,A103,
KL4401,2016/9/12 0:20,2016/9/12 8:20,A103,
QF326,2016/9/12 0:20,2016/9/12 8:20,A103,
CZ3133,2016/9/12 0:20,2016/9/12 8:20,B208,
MF1033,2016/9/12 0:20,2016/9/12 8:20,B208,
MU3699,2016/9/12 0:20,2016/9/12 8:20,B208,
CZ3091,2016/9/12 0:25,2016/9/12 8:25,A02,
CZ3533,2016/9/12 0:25,2016/9/12 8:25,B205,
MU3633,2016/9/12 0:25,2016/9/12 8:25,B205,
MF1413,2016/9/12 0:25,2016/9/12 8:25,B205,
KL4443,2016/9/12 0:25,2016/9/12 8:25,B205,
CZ3813,2016/9/12 0:25,2016/9/12 8:25,B09,
MU3500,2016/9/12 0:25,2016/9/12 8:25,B09,
MF1673,2016/9/12 0:25,2016/9/12 8:25,B09,
CZ3131,2016/9/12 0:25,2016/9/12 8:25,B213,
MU3685,2016/9/12 0:25,2016/9/12 8:25,B213,
MF1031,2016/9/12 0:25,2016/9/12 8:25,B213,
MU5302,2016/9/12 0:30,2016/9/12 8:30,B15,
CZ9354,2016/9/12 0:30,2016/9/12 8:30,B15,
AF3428,2016/9/12 0:30,2016/9/12 8:30,B04,
KL4436,2016/9/12 0:30,2016/9/12 8:30,B04,
MF1343,2016/9/12 0:30,2016/9/12 8:30,B04,
CZ3463,2016/9/12 0:30,2016/9/12 8:30,B04,
MU4526,2016/9/12 0:30,2016/9/12 8:30,B04,
CZ389,2016/9/12 0:30,2016/9/12 8:30,A04,
MF9069,2016/9/12 0:30,2016/9/12 8:30,A04,
JL5028,2016/9/12 0:30,2016/9/12 8:30,A04,
CA4394,2016/9/12 0:30,2016/9/12 8:30,A17,
CZ349,2016/9/12 0:35,2016/9/12 8:35,A108,
MF9041,2016/9/12 0:35,2016/9/12 8:35,A108,
MU3689,2016/9/12 0:35,2016/9/12 8:35,B01,
MF1571,2016/9/12 0:35,2016/9/12 8:35,B01,
CZ3701,2016/9/12 0:35,2016/9/12 8:35,B01,
CZ3899,2016/9/12 0:35,2016/9/12 8:35,B905,
MU3326,2016/9/12 0:35,2016/9/12 8:35,B905,
MF1757,2016/9/12 0:35,2016/9/12 8:35,B905,
ZH4310,2016/9/12 0:35,2016/9/12 8:35,A14,
SC4310,2016/9/12 0:35,2016/9/12 8:35,A14,
CA4310,2016/9/12 0:35,2016/9/12 8:35,A14,
CZ353,2016/9/12 0:40,2016/9/12 8:40,A101,
MF9049,2016/9/12 0:40,2016/9/12 8:40,A101,
JL5026,2016/9/12 0:40,2016/9/12 8:40,A104,
CZ385,2016/9/12 0:40,2016/9/12 8:40,A104,
CZ391,2016/9/12 0:40,2016/9/12 8:40,A114,
CZ6589,2016/9/12 0:40,2016/9/12 8:40,B210,
MF4245,2016/9/12 0:40,2016/9/12 8:40,B210,
KL4631,2016/9/12 0:40,2016/9/12 8:40,B210,
AF4406,2016/9/12 0:40,2016/9/12 8:40,B210,
MU3410,2016/9/12 0:40,2016/9/12 8:40,B210,
CA1396,2016/9/12 0:45,2016/9/12 8:45,A127,
ZH1396,2016/9/12 0:45,2016/9/12 8:45,A127,
MU3516,2016/9/12 0:45,2016/9/12 8:45,B902,
MF1399,2016/9/12 0:45,2016/9/12 8:45,B902,
CZ3519,2016/9/12 0:45,2016/9/12 8:45,B902,
KY9657,2016/9/12 0:50,2016/9/12 8:50,A18,
ZH9657,2016/9/12 0:50,2016/9/12 8:50,A18,
CA3387,2016/9/12 0:50,2016/9/12 8:50,A18,
CZ3945,2016/9/12 0:50,2016/9/12 8:50,B903,
MF1799,2016/9/12 0:50,2016/9/12 8:50,B903,
MU3530,2016/9/12 0:50,2016/9/12 8:50,B903,
MU3550,2016/9/12 0:50,2016/9/12 8:50,B07,
CZ3205,2016/9/12 0:50,2016/9/12 8:50,B07,
MF1101,2016/9/12 0:50,2016/9/12 8:50,B07,
MF9007,2016/9/12 0:50,2016/9/12 8:50,A107,
CZ357,2016/9/12 0:50,2016/9/12 8:50,A107,
CA3869,2016/9/12 0:55,2016/9/12 8:55,A130,
KY9713,2016/9/12 0:55,2016/9/12 8:55,A130,
ZH9713,2016/9/12 0:55,2016/9/12 8:55,A130,
ZH9485,2016/9/12 0:55,2016/9/12 8:55,A16,
KY9485,2016/9/12 0:55,2016/9/12 8:55,A16,
CA3751,2016/9/12 0:55,2016/9/12 8:55,A16,
KL4599,2016/9/12 1:00,2016/9/12 9:00,A15,
MF1001,2016/9/12 1:00,2016/9/12 9:00,A15,
MU3119,2016/9/12 1:00,2016/9/12 9:00,A15,
CZ3099,2016/9/12 1:00,2016/9/12 9:00,A15,
DL7782,2016/9/12 1:00,2016/9/12 9:00,A15,
HU7057,2016/9/12 1:00,2016/9/12 9:00,,
CZ3613,2016/9/12 1:00,2016/9/12 9:00,B230,
DL7804,2016/9/12 1:00,2016/9/12 9:00,B230,
MF1497,2016/9/12 1:00,2016/9/12 9:00,B230,
MU3673,2016/9/12 1:00,2016/9/12 9:00,B230,
AF4408,2016/9/12 1:00,2016/9/12 9:00,A01,
CZ343,2016/9/12 1:00,2016/9/12 9:00,A01,
KL4595,2016/9/12 1:00,2016/9/12 9:00,A01,
QF332,2016/9/12 1:00,2016/9/12 9:00,A01,
CA1838,2016/9/12 1:05,2016/9/12 9:05,A128,
SC1838,2016/9/12 1:05,2016/9/12 9:05,A128,
ZH1838,2016/9/12 1:05,2016/9/12 9:05,A128,
CZ3069,2016/9/12 1:05,2016/9/12 9:05,A120,
CZ3843,2016/9/12 1:05,2016/9/12 9:05,B03,
MF1223,2016/9/12 1:05,2016/9/12 9:05,B907,
CZ3339,2016/9/12 1:05,2016/9/12 9:05,B907,
MU3566,2016/9/12 1:05,2016/9/12 9:05,B907,
HU7323,2016/9/12 1:10,2016/9/12 9:10,B13,
CZ6784,2016/9/12 1:10,2016/9/12 9:10,B02,
MU3464,2016/9/12 1:10,2016/9/12 9:10,B02,
MF4415,2016/9/12 1:10,2016/9/12 9:10,B02,
NH934,2016/9/12 1:10,2016/9/12 9:10,A111,
CA6703,2016/9/12 1:10,2016/9/12 9:10,A111,
ZH3203,2016/9/12 1:10,2016/9/12 9:10,A111,
MU3029,2016/9/12 1:15,2016/9/12 9:15,B906,
CZ3972,2016/9/12 1:15,2016/9/12 9:15,B906,
SC4354,2016/9/12 1:15,2016/9/12 9:15,A133,
CA4354,2016/9/12 1:15,2016/9/12 9:15,A133,
ZH4354,2016/9/12 1:15,2016/9/12 9:15,A133,
MF1824,2016/9/12 1:15,2016/9/12 9:15,B906,
MF1099,2016/9/12 1:15,2016/9/12 9:15,B04,
MU4445,2016/9/12 1:15,2016/9/12 9:15,B04,
DL7777,2016/9/12 1:15,2016/9/12 9:15,B04,
CZ3203,2016/9/12 1:15,2016/9/12 9:15,B04,
CA3851,2016/9/12 1:20,2016/9/12 9:20,A125,
ZH9719,2016/9/12 1:20,2016/9/12 9:20,A125,
KY9719,2016/9/12 1:20,2016/9/12 9:20,A125,
HU7275,2016/9/12 1:20,2016/9/12 9:20,B234,
KL4417,2016/9/12 1:20,2016/9/12 9:20,B901,
MF1489,2016/9/12 1:20,2016/9/12 9:20,B901,
MU3428,2016/9/12 1:20,2016/9/12 9:20,B901,
CZ3605,2016/9/12 1:20,2016/9/12 9:20,B901,
MF1527,2016/9/12 1:25,2016/9/12 9:25,B01,
MU3416,2016/9/12 1:25,2016/9/12 9:25,B01,
CZ3649,2016/9/12 1:25,2016/9/12 9:25,B01,
MU3406,2016/9/12 1:25,2016/9/12 9:25,B219,
MF1409,2016/9/12 1:25,2016/9/12 9:25,B219,
CZ3529,2016/9/12 1:25,2016/9/12 9:25,B219,
ZH9617,2016/9/12 1:25,2016/9/12 9:25,A14,
CA3411,2016/9/12 1:25,2016/9/12 9:25,A14,
KY9617,2016/9/12 1:25,2016/9/12 9:25,A14,
CZ337,2016/9/12 1:25,2016/9/12 9:25,A02,
KE5816,2016/9/12 1:25,2016/9/12 9:25,A02,
MU5304,2016/9/12 1:30,2016/9/12 9:30,B16,
CZ303,2016/9/12 1:30,2016/9/12 9:30,A110,
CZ6742,2016/9/12 1:30,2016/9/12 9:30,B209,
AF9720,2016/9/12 1:30,2016/9/12 9:30,B209,
KL4448,2016/9/12 1:30,2016/9/12 9:30,B209,
MF4380,2016/9/12 1:30,2016/9/12 9:30,B209,
